group,atom,ori,fsr
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.1207722998,0.0998736067
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1207722998,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.111468078
Nonmetal,H,0.1103925873,0.0998736067
Nonmetal,H,0.139208639,0.1265423809
Nonmetal,H,0.1010985691,0.0998736067
Nonmetal,H,0.1010985691,0.0917891658
Nonmetal,H,0.1341584278,0.1265423809
Nonmetal,H,0.2703056075,0.2613934203
Nonmetal,H,0.2703056075,0.2443728967
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,C,0.1010985691,0.0806699785
Nonmetal,C,-0.199183926,-0.2238422112
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,0.0706232525,0.0722089582
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,-0.0802168874,-0.1038727836
Nonmetal,C,-0.1381272906,-0.1684279717
Nonmetal,C,0.0296304582,0.0193834152
Nonmetal,C,-0.1767281322,-0.2088632355
Nonmetal,C,0.1991914688,0.170732878
Nonmetal,C,0.1991914688,0.1794446575
Nonmetal,C,0.0430293269,0.0357400103
Nonmetal,C,-0.1338571981,-0.1618779695
Nonmetal,C,-0.0802168874,-0.1078228579
Nonmetal,C,-0.1497561298,-0.1684279717
Nonmetal,C,0.0756975114,0.0722089582
Nonmetal,C,-0.1767281322,-0.2032171574
Nonmetal,C,0.1207722998,0.111468078
Nonmetal,C,-0.1877454619,-0.2088632355
Nonmetal,C,0.0890051723,0.0722089582
Nonmetal,C,0.0706232525,0.050331164
Nonmetal,C,-0.1877454619,-0.2032171574
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,-0.2575639188,-0.2722721474
Nonmetal,N,-0.2280596755,-0.2304265929
Nonmetal,N,0.0610751696,0.0582137293
Nonmetal,N,-0.4935331643,-0.5197021441
Nonmetal,N,-0.2350719422,-0.2382319627
Transition Metal,Cd,0.6537560225,0.6427658269
Transition Metal,Cd,0.6537560225,0.6427658269
Transition Metal,Cd,0.6537560225,0.6427658269
Transition Metal,Cd,0.6537560225,0.6427658269
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.109286841,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.119789278,0.1105180698
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.109286841,0.0996932708
Nonmetal,H,0.1010323199,0.0929634733
Nonmetal,H,0.1382876951,0.1274349506
Nonmetal,H,0.2728042305,0.2570567796
Nonmetal,H,0.2630955875,0.2431344775
Nonmetal,C,0.0915314555,0.0691600986
Nonmetal,C,-0.2002456412,-0.2261477305
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1872306466,-0.2087382512
Nonmetal,C,0.0297484281,0.0145385651
Nonmetal,C,0.0715167448,0.0691600986
Nonmetal,C,-0.1298153605,-0.1676075706
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1227325071,-0.1676075706
Nonmetal,C,0.0297484281,0.0232383135
Nonmetal,C,-0.1720409533,-0.2087382512
Nonmetal,C,0.1989528537,0.1725034335
Nonmetal,C,0.2086073682,0.1844335565
Nonmetal,C,0.0391119421,0.0328884152
Nonmetal,C,-0.1298153605,-0.1631660178
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1389929,-0.1631660178
Nonmetal,C,0.0768740599,0.0753873571
Nonmetal,C,-0.1720409533,-0.2015917894
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1810485069,-0.2087382512
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,-0.1810485069,-0.2015917894
Nonmetal,C,0.0915314555,0.0691600986
Nonmetal,C,-0.2002456412,-0.2261477305
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1872306466,-0.2087382512
Nonmetal,C,0.0297484281,0.0145385651
Nonmetal,C,0.0715167448,0.0691600986
Nonmetal,C,-0.1298153605,-0.1676075706
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1227325071,-0.1676075706
Nonmetal,C,0.0297484281,0.0232383135
Nonmetal,C,-0.1720409533,-0.2087382512
Nonmetal,C,0.1989528537,0.1725034335
Nonmetal,C,0.2086073682,0.1844335565
Nonmetal,C,0.0391119421,0.0328884152
Nonmetal,C,-0.1298153605,-0.1631660178
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1389929,-0.1631660178
Nonmetal,C,0.0768740599,0.0753873571
Nonmetal,C,-0.1720409533,-0.2015917894
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1810485069,-0.2087382512
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,-0.1810485069,-0.2015917894
Nonmetal,C,0.0915314555,0.0691600986
Nonmetal,C,-0.2002456412,-0.2261477305
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1872306466,-0.2087382512
Nonmetal,C,0.0297484281,0.0145385651
Nonmetal,C,0.0715167448,0.0691600986
Nonmetal,C,-0.1298153605,-0.1676075706
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1227325071,-0.1676075706
Nonmetal,C,0.0297484281,0.0232383135
Nonmetal,C,-0.1720409533,-0.2087382512
Nonmetal,C,0.1989528537,0.1725034335
Nonmetal,C,0.2086073682,0.1844335565
Nonmetal,C,0.0391119421,0.0328884152
Nonmetal,C,-0.1298153605,-0.1631660178
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1389929,-0.1631660178
Nonmetal,C,0.0768740599,0.0753873571
Nonmetal,C,-0.1720409533,-0.2015917894
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1810485069,-0.2087382512
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,-0.1810485069,-0.2015917894
Nonmetal,C,0.0915314555,0.0691600986
Nonmetal,C,-0.2002456412,-0.2261477305
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1872306466,-0.2087382512
Nonmetal,C,0.0297484281,0.0145385651
Nonmetal,C,0.0715167448,0.0691600986
Nonmetal,C,-0.1298153605,-0.1676075706
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1227325071,-0.1676075706
Nonmetal,C,0.0297484281,0.0232383135
Nonmetal,C,-0.1720409533,-0.2087382512
Nonmetal,C,0.1989528537,0.1725034335
Nonmetal,C,0.2086073682,0.1844335565
Nonmetal,C,0.0391119421,0.0328884152
Nonmetal,C,-0.1298153605,-0.1631660178
Nonmetal,C,-0.0781728202,-0.1087519904
Nonmetal,C,-0.1389929,-0.1631660178
Nonmetal,C,0.0768740599,0.0753873571
Nonmetal,C,-0.1720409533,-0.2015917894
Nonmetal,C,0.119789278,0.1105180698
Nonmetal,C,-0.1810485069,-0.2087382512
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,0.0768740599,0.0566589758
Nonmetal,C,-0.1810485069,-0.2015917894
Nonmetal,C,0.0915314555,0.0691600986
Nonmetal,C,-0.2002456412,-0.2261477305
Nonmetal,C,0.119789278,0.1105180698
